destination_id,destination_name,state,latitude,longitude,avg_cost,cost_category,best_season,avg_temp,precipitation,climate_type,popularity_score,safety_index,ratings_avg,total_reviews,adventure,beach,nature,nightlife,food,culture,sightseeing,trip_duration_days,family_friendly,solo_friendly,couple_friendly,recommended_for
1078,Delhi,Delhi,21.6223,75.2255,9146,Budget,All-year,28,224,Dry,90,37,4.8,19138,0,0,0,1,1,1,1,10,1,1,1,Budget
1079,Coorg,Karnataka,16.4731,73.8445,30106,Luxury,All-year,8,234,Temperate,48,93,3.7,10705,1,0,1,0,1,0,0,6,1,0,0,Family
1080,Vizag,Andhra Pradesh,22.4193,90.8155,28182,Luxury,Winter,20,241,Tropical,54,82,4.2,8001,0,1,0,0,0,0,0,4,0,1,1,Culture
1081,Haridwar,Uttarakhand,20.9518,73.8755,54726,Luxury,Monsoon,10,294,Tropical,95,68,3.8,21319,0,0,0,0,0,0,1,3,1,0,1,Spiritual
1082,Kodaikanal,Tamil Nadu,15.7451,74.131,47259,Luxury,Winter,11,21,Temperate,33,22,4.0,42503,0,0,1,0,1,0,0,11,1,0,1,Culture
1083,Alleppey,Kerala,19.075,88.423,27529,Luxury,Winter,20,214,Cold,90,62,3.9,7914,0,0,0,0,1,0,1,7,1,0,1,Nature
1084,Darjeeling,West Bengal,16.4507,87.287,35917,Luxury,All-year,12,122,Cold,25,22,5.0,13075,0,0,1,0,0,0,0,11,0,1,1,Family
1085,Jaipur,Rajasthan,25.6975,87.1961,66129,Luxury,Monsoon,6,287,Temperate,44,24,4.2,14877,0,0,0,0,1,1,0,4,1,1,1,Culture
1086,Kanyakumari,Tamil Nadu,15.8178,70.4836,62086,Luxury,All-year,29,223,Cold,40,77,4.2,31715,0,1,0,0,0,0,0,12,0,0,1,Wildlife
1087,Lonavala,Maharashtra,18.5785,75.5282,8878,Budget,Monsoon,27,287,Tropical,89,44,4.8,45491,0,0,1,0,0,0,1,3,1,0,1,Adventure
1088,Guwahati,Assam,22.5517,88.0352,26863,Luxury,Winter,32,388,Dry,84,60,3.6,43603,0,0,0,0,0,0,1,5,0,1,1,Family
1089,Jaipur,Rajasthan,14.9829,82.3997,77433,Luxury,Summer,18,311,Dry,26,85,3.6,6863,0,0,0,0,0,1,0,7,1,0,1,Beach
1090,Vizag,Andhra Pradesh,32.4591,74.7407,14187,Mid-range,All-year,11,321,Dry,53,91,4.6,3847,0,1,0,0,0,0,0,3,1,0,1,Beach
1091,Ladakh,Ladakh,33.4336,91.6541,35881,Luxury,Summer,21,61,Temperate,97,61,5.0,31456,1,0,0,0,0,0,1,8,0,1,0,Couple
1092,Hampi,Karnataka,29.4475,77.043,74257,Luxury,Winter,14,91,Tropical,48,74,4.7,9866,1,0,0,0,1,1,0,12,1,1,0,Luxury
1093,Darjeeling,West Bengal,27.6133,95.1374,64904,Luxury,Winter,13,144,Cold,62,97,4.2,49090,0,0,1,0,0,0,1,4,1,0,0,Adventure
1094,Delhi,Delhi,8.0116,95.9016,45560,Luxury,Summer,5,185,Tropical,56,89,4.1,42317,0,0,0,1,1,1,0,4,0,1,1,Family
1095,Pondicherry,Puducherry,27.361,73.5536,40653,Luxury,Summer,35,364,Tropical,23,38,4.9,12069,0,1,0,0,0,0,0,10,1,1,0,Spiritual
1096,Pondicherry,Puducherry,32.5315,84.6323,14316,Mid-range,Summer,6,63,Tropical,42,39,3.5,18329,0,1,0,0,0,0,0,8,1,1,1,Spiritual
1097,Jaipur,Rajasthan,27.8594,91.0877,6366,Budget,Winter,25,330,Cold,35,22,4.7,30154,0,0,0,0,1,1,0,12,1,1,0,Spiritual
1098,Hyderabad,Telangana,32.674,89.9417,35447,Luxury,Monsoon,19,350,Dry,82,22,4.5,23685,0,0,0,1,0,0,1,4,0,1,0,Spiritual
1099,Udaipur,Rajasthan,12.3985,92.0778,13195,Mid-range,Monsoon,7,339,Dry,38,41,4.3,34193,0,0,0,0,1,1,0,3,1,0,1,Wildlife
1100,Varanasi,Uttar Pradesh,18.3243,81.9697,71351,Luxury,Winter,9,356,Cold,82,80,4.4,15235,0,0,0,0,0,1,1,7,1,0,1,Beach
1101,Mysore,Karnataka,33.0991,80.0851,40913,Luxury,Winter,21,248,Dry,40,66,4.7,29143,0,0,0,0,1,0,0,5,1,1,1,Nature
1102,Mahabaleshwar,Maharashtra,32.545,80.5727,56040,Luxury,Winter,21,176,Tropical,64,100,3.6,41094,0,0,1,0,1,0,1,8,1,1,1,Family
1103,Gangtok,Sikkim,30.5939,70.2419,36683,Luxury,All-year,25,336,Cold,94,74,3.6,42128,0,0,0,0,1,0,1,12,0,1,1,Family
1104,Coorg,Karnataka,20.4934,96.4807,20307,Mid-range,Summer,30,376,Dry,54,36,3.8,14408,1,0,1,0,0,0,0,2,0,1,0,Budget
1105,Darjeeling,West Bengal,28.9581,75.197,68466,Luxury,Winter,12,183,Tropical,64,33,4.2,11820,0,0,1,0,0,0,1,7,1,0,1,Budget
1106,Pondicherry,Puducherry,14.8633,79.978,22613,Mid-range,All-year,7,149,Temperate,76,77,4.0,6608,0,1,0,0,0,0,1,7,1,0,0,Beach
1107,Manali,Himachal Pradesh,8.2239,90.8553,42607,Luxury,Winter,28,229,Temperate,25,61,4.7,34619,1,0,1,0,0,0,0,8,1,0,1,Adventure
1108,Varanasi,Uttar Pradesh,16.9046,92.1786,79527,Luxury,Winter,14,51,Cold,23,84,3.8,29933,0,0,0,0,0,1,0,6,0,1,0,Budget
1109,Darjeeling,West Bengal,9.1534,84.7094,60789,Luxury,All-year,26,76,Temperate,64,79,4.4,41748,0,0,1,0,0,0,1,11,0,1,1,Wildlife
1110,Hampi,Karnataka,32.5966,74.0586,61572,Luxury,All-year,8,231,Dry,26,37,3.8,4618,1,0,0,0,1,1,0,5,1,0,1,Adventure
1111,Udaipur,Rajasthan,28.2193,76.8634,21783,Mid-range,Monsoon,12,141,Tropical,99,74,3.9,29100,0,0,0,0,1,1,1,2,1,0,0,Spiritual
1112,Mysore,Karnataka,8.4235,79.5628,55295,Luxury,Summer,16,215,Cold,52,80,4.0,24638,0,0,0,0,0,0,0,8,1,1,1,Budget
1113,Goa,Goa,29.618,93.938,67683,Luxury,Winter,10,210,Tropical,36,46,5.0,24013,0,1,0,1,1,0,0,5,1,0,0,Budget
1114,Coorg,Karnataka,32.2467,95.9053,25167,Luxury,All-year,20,259,Cold,59,47,4.7,27349,1,0,1,0,0,0,0,12,1,1,1,Wildlife
1115,Lonavala,Maharashtra,13.4239,87.6315,69861,Luxury,Winter,19,321,Dry,74,24,3.9,29834,0,0,1,0,0,0,1,9,1,1,1,Luxury
1116,Delhi,Delhi,28.3563,93.1482,32565,Luxury,Summer,15,351,Temperate,53,80,4.8,15388,0,0,0,1,0,1,0,2,1,0,0,Budget
1117,Shimla,Himachal Pradesh,23.2317,78.0792,63987,Luxury,All-year,23,322,Temperate,74,48,4.3,13505,0,0,0,0,0,0,1,8,1,1,1,Wildlife
1118,Kutch,Gujarat,12.8717,90.8904,35144,Luxury,Winter,24,339,Cold,51,60,4.0,41240,0,0,0,0,0,0,0,9,0,1,1,Family
1119,Coorg,Karnataka,8.9727,87.1709,26434,Luxury,Winter,7,94,Cold,21,40,4.9,40978,1,0,1,0,0,0,0,12,1,1,1,Beach
1120,Udaipur,Rajasthan,23.4068,88.1049,74395,Luxury,All-year,34,284,Dry,41,63,4.0,10879,0,0,0,0,1,1,0,4,1,1,1,Beach
1121,Udaipur,Rajasthan,15.4799,90.2762,47461,Luxury,Winter,11,121,Tropical,45,29,4.7,13258,0,0,0,0,0,1,0,8,1,1,0,Nature
1122,Kolkata,West Bengal,17.7268,83.8605,79237,Luxury,Summer,30,69,Temperate,50,46,3.9,37060,0,0,0,1,1,1,0,9,1,1,1,Couple
1123,Shimla,Himachal Pradesh,11.4414,90.2931,65966,Luxury,Summer,35,168,Dry,25,97,4.2,45876,0,0,0,0,0,0,0,12,1,0,0,Wildlife
1124,Pondicherry,Puducherry,27.4287,79.0871,57859,Luxury,Winter,16,75,Cold,46,83,3.8,49461,0,1,0,0,0,0,0,9,1,0,1,Spiritual
1125,Manali,Himachal Pradesh,22.2518,86.8459,75584,Luxury,Monsoon,11,259,Dry,64,32,3.9,45898,1,0,1,0,1,0,1,10,1,1,0,Couple
1126,Puri,Odisha,29.3358,95.2623,13196,Mid-range,Summer,34,191,Dry,73,67,4.3,33337,0,0,0,0,0,0,1,10,0,0,0,Wildlife
1127,Munnar,Kerala,9.6482,82.8688,54949,Luxury,Winter,12,91,Cold,76,72,5.0,42511,0,0,1,0,1,0,1,3,1,1,1,Budget
1128,Amritsar,Punjab,33.1491,96.9694,73468,Luxury,Monsoon,32,283,Cold,35,96,3.7,8884,0,0,0,0,0,1,0,3,0,0,1,Wildlife
1129,Gangtok,Sikkim,12.5205,78.0444,31361,Luxury,Summer,19,33,Cold,66,75,4.1,18752,0,0,0,0,1,0,1,5,0,0,1,Couple
1130,Munnar,Kerala,13.0475,69.8981,71257,Luxury,Winter,9,186,Dry,73,50,3.7,22002,0,0,1,0,0,0,1,4,1,0,0,Culture
1131,Rishikesh,Uttarakhand,8.83,82.8911,36582,Luxury,Monsoon,28,179,Tropical,68,90,4.1,33282,1,0,0,0,1,0,1,10,1,1,1,Couple
1132,Kodaikanal,Tamil Nadu,20.5587,71.2318,79952,Luxury,All-year,6,352,Temperate,35,23,4.1,41494,0,0,1,0,1,0,0,7,0,1,0,Adventure
1133,Hyderabad,Telangana,19.2064,69.0896,43181,Luxury,Summer,15,139,Temperate,57,99,5.0,13542,0,0,0,1,0,0,0,7,1,0,1,Culture
1134,Indore,Madhya Pradesh,15.7773,92.2719,8255,Budget,Summer,33,310,Tropical,61,57,4.8,21122,0,0,0,0,0,0,1,8,1,0,1,Nature
1135,Jaipur,Rajasthan,16.2676,83.6516,64634,Luxury,Monsoon,5,326,Dry,67,50,4.2,5073,0,0,0,0,0,1,1,2,1,0,0,Beach
1136,Delhi,Delhi,11.5442,91.5707,36275,Luxury,Summer,26,141,Dry,67,83,4.4,19904,0,0,0,1,0,1,1,7,1,1,1,Adventure
1137,Haridwar,Uttarakhand,16.4015,93.1991,38333,Luxury,Monsoon,21,207,Temperate,24,28,3.6,25135,0,0,0,0,1,0,0,8,1,0,0,Nature
1138,Coorg,Karnataka,8.0645,91.806,50314,Luxury,Winter,8,394,Temperate,81,26,4.7,21957,1,0,1,0,1,0,1,2,0,0,1,Budget
1139,Jaipur,Rajasthan,20.872,83.8487,7044,Budget,Monsoon,35,225,Temperate,28,83,5.0,4117,0,0,0,0,0,1,0,6,1,1,0,Budget
1140,Jaipur,Rajasthan,19.5486,72.0732,46803,Luxury,Winter,25,315,Cold,38,32,4.4,29486,0,0,0,0,1,1,0,11,1,0,1,Beach
1141,Kanyakumari,Tamil Nadu,27.1927,70.4788,12896,Mid-range,Summer,5,79,Dry,55,55,4.3,36347,0,1,0,0,0,0,0,9,0,0,0,Wildlife
1142,Munnar,Kerala,24.6819,88.399,43284,Luxury,Monsoon,31,385,Cold,85,32,4.3,36374,0,0,1,0,1,0,1,6,0,1,0,Adventure
1143,Andaman,Andaman and Nicobar Islands,27.4809,75.0592,69068,Luxury,Monsoon,25,24,Temperate,68,50,3.9,20418,0,1,0,0,0,0,1,3,1,0,0,Budget
1144,Jaipur,Rajasthan,15.066,88.8935,14589,Mid-range,Winter,19,54,Tropical,58,99,4.5,43601,0,0,0,0,0,1,0,5,1,0,1,Nature
1145,Haridwar,Uttarakhand,12.9674,70.3596,47162,Luxury,All-year,5,239,Cold,88,33,4.1,37167,0,0,0,0,0,0,1,2,0,0,1,Adventure
1146,Vizag,Andhra Pradesh,19.7551,71.3655,54015,Luxury,Monsoon,5,334,Temperate,77,64,4.1,41997,0,1,0,0,0,0,1,2,0,0,0,Luxury
1147,Udaipur,Rajasthan,16.4116,88.3182,66132,Luxury,Monsoon,24,62,Cold,73,75,4.9,38071,0,0,0,0,0,1,1,5,0,1,1,Couple
1148,Ooty,Tamil Nadu,21.216,91.546,73992,Luxury,All-year,12,124,Temperate,86,79,4.5,10106,0,0,0,0,0,0,1,4,0,1,1,Couple
1149,Varanasi,Uttar Pradesh,11.1281,76.09,70710,Luxury,Summer,31,130,Temperate,56,31,4.9,38501,0,0,0,0,1,1,0,9,0,1,1,Couple
1150,Indore,Madhya Pradesh,26.7201,86.5174,39677,Luxury,All-year,35,170,Dry,55,29,4.4,33023,0,0,0,0,0,0,0,4,0,1,1,Family
1151,Vizag,Andhra Pradesh,25.8334,74.9293,10435,Budget,All-year,33,310,Cold,95,20,4.8,45163,0,1,0,0,0,0,1,8,1,0,0,Nature
1152,Alleppey,Kerala,30.5974,83.3451,72438,Luxury,Monsoon,5,329,Dry,92,52,4.2,15645,0,0,0,0,0,0,1,4,1,1,0,Nature
1153,Srinagar,Jammu and Kashmir,16.1665,73.593,57675,Luxury,Monsoon,18,100,Dry,77,73,3.6,31317,1,0,0,0,0,0,1,6,0,1,0,Wildlife
1154,Udaipur,Rajasthan,23.2127,93.7414,29949,Luxury,Monsoon,27,198,Temperate,40,33,4.7,44279,0,0,0,0,0,1,0,5,1,0,0,Culture
1155,Puri,Odisha,27.8718,94.161,6324,Budget,All-year,8,280,Cold,53,72,5.0,9964,0,0,0,0,0,0,0,11,0,1,0,Budget
1156,Shimla,Himachal Pradesh,24.7063,76.9459,26565,Luxury,Summer,14,89,Dry,61,65,3.6,19906,0,0,0,0,1,0,1,3,1,1,0,Budget
1157,Ranchi,Jharkhand,18.473,84.1017,45042,Luxury,All-year,30,303,Cold,62,71,4.1,8884,0,0,0,0,1,0,1,7,0,1,0,Beach
1158,Mumbai,Maharashtra,8.9853,68.6282,61253,Luxury,Summer,7,171,Temperate,78,95,3.8,11761,0,0,0,1,1,0,1,8,1,0,0,Beach
1159,Alleppey,Kerala,8.2229,73.9114,30260,Luxury,Winter,6,181,Tropical,97,53,4.4,49378,0,0,0,0,1,0,1,9,1,1,1,Budget
1160,Pondicherry,Puducherry,18.0242,89.5447,10522,Budget,Winter,32,347,Temperate,90,91,4.4,12052,0,1,0,0,1,0,1,3,1,0,0,Spiritual
1161,Rishikesh,Uttarakhand,26.434,79.6129,43591,Luxury,Monsoon,13,292,Temperate,56,63,5.0,16356,1,0,0,0,1,0,0,6,0,1,1,Couple
1162,Hyderabad,Telangana,23.4837,76.4704,69614,Luxury,Monsoon,20,91,Temperate,73,98,3.7,47065,0,0,0,1,1,0,1,12,1,0,1,Adventure
1163,Manali,Himachal Pradesh,8.0683,71.5303,16089,Mid-range,Winter,8,393,Temperate,39,64,3.8,26118,1,0,1,0,1,0,0,4,1,1,0,Couple
1164,Haridwar,Uttarakhand,25.1399,84.8062,30963,Luxury,All-year,33,244,Tropical,47,20,4.0,22992,0,0,0,0,0,0,0,10,1,0,1,Beach
1165,Mahabaleshwar,Maharashtra,29.9542,89.783,15457,Mid-range,Winter,12,309,Cold,88,27,4.5,10301,0,0,1,0,1,0,1,3,1,0,1,Wildlife
1166,Goa,Goa,8.6509,82.1106,55799,Luxury,Monsoon,26,18,Dry,35,63,4.7,12814,0,1,0,1,0,0,0,7,0,0,1,Family
1167,Haridwar,Uttarakhand,8.9346,68.0375,72455,Luxury,Summer,19,260,Dry,95,84,4.6,20518,0,0,0,0,0,0,1,12,1,0,1,Culture
1168,Gangtok,Sikkim,18.0546,92.6179,43266,Luxury,Summer,34,384,Dry,46,36,3.8,42706,0,0,0,0,1,0,0,7,1,0,1,Adventure
1169,Vizag,Andhra Pradesh,13.9748,86.9475,63902,Luxury,Summer,24,390,Cold,78,74,4.8,6700,0,1,0,0,0,0,1,2,1,1,1,Budget
1170,Amritsar,Punjab,14.2374,79.1351,23171,Mid-range,Winter,20,57,Temperate,82,100,4.0,10356,0,0,0,0,0,1,1,8,1,0,1,Luxury
1171,Mumbai,Maharashtra,30.2483,82.1717,51057,Luxury,Winter,15,45,Temperate,38,75,4.2,28616,0,0,0,1,0,0,0,6,1,0,0,Couple
1172,Vizag,Andhra Pradesh,31.256,77.3983,44673,Luxury,Monsoon,23,379,Tropical,95,77,4.2,12499,0,1,0,0,0,0,1,4,0,1,1,Beach
1173,Vizag,Andhra Pradesh,9.4383,75.75,5244,Budget,Summer,16,291,Temperate,86,71,3.6,31664,0,1,0,0,0,0,1,8,1,1,0,Spiritual
1174,Mysore,Karnataka,13.4192,93.3234,76411,Luxury,Monsoon,14,343,Temperate,75,61,4.7,9015,0,0,0,0,0,0,1,7,1,1,0,Adventure
1175,Shimla,Himachal Pradesh,33.2779,70.1,50788,Luxury,Monsoon,25,113,Cold,67,54,4.6,24933,0,0,0,0,0,0,1,8,1,1,1,Budget
1176,Shimla,Himachal Pradesh,8.5883,77.6841,79973,Luxury,Summer,29,151,Tropical,72,78,3.9,29055,0,0,0,0,1,0,1,9,1,0,0,Culture
1177,Kodaikanal,Tamil Nadu,31.2815,92.5103,26367,Luxury,Winter,26,389,Cold,48,75,4.2,37621,0,0,1,0,1,0,0,12,1,0,0,Wildlife
1178,Shimla,Himachal Pradesh,24.5358,72.7931,40203,Luxury,Winter,21,31,Temperate,21,98,4.6,13925,0,0,0,0,0,0,0,2,0,0,0,Adventure
1179,Munnar,Kerala,30.251,83.892,22687,Mid-range,Winter,22,93,Temperate,66,58,3.8,46098,0,0,1,0,0,0,1,10,0,1,0,Budget
1180,Varanasi,Uttar Pradesh,13.3906,75.3569,22403,Mid-range,All-year,28,58,Temperate,22,65,3.7,46732,0,0,0,0,0,1,0,8,1,1,1,Culture
1181,Vizag,Andhra Pradesh,26.4948,74.5127,59878,Luxury,Monsoon,14,290,Dry,77,82,3.9,17216,0,1,0,0,0,0,1,4,1,1,1,Beach
1182,Bodh Gaya,Bihar,25.9525,69.4411,44738,Luxury,All-year,17,162,Cold,66,39,4.5,18628,0,0,0,0,1,1,1,4,1,1,1,Adventure
1183,Coorg,Karnataka,31.7889,78.5438,79574,Luxury,Summer,30,45,Dry,95,51,4.7,6296,1,0,1,0,1,0,1,4,0,0,1,Luxury
1184,Manali,Himachal Pradesh,32.0266,90.6388,30018,Luxury,Monsoon,9,186,Temperate,78,63,4.3,33185,1,0,1,0,0,0,1,2,1,1,0,Spiritual
1185,Rishikesh,Uttarakhand,26.8838,83.7928,18218,Mid-range,All-year,8,118,Temperate,93,36,4.9,44151,1,0,0,0,0,0,1,9,1,0,1,Wildlife
1186,Andaman,Andaman and Nicobar Islands,23.8932,79.5822,78585,Luxury,Summer,14,264,Dry,62,84,4.5,14434,0,1,0,0,0,0,1,7,1,1,0,Beach
1187,Hampi,Karnataka,23.4787,88.4406,51290,Luxury,All-year,8,115,Dry,83,25,4.2,26272,1,0,0,0,0,1,1,9,1,1,1,Family
1188,Darjeeling,West Bengal,23.6146,80.8666,54109,Luxury,All-year,14,238,Tropical,42,47,3.7,48766,0,0,1,0,0,0,0,12,1,1,0,Family
1189,Ranchi,Jharkhand,30.8528,94.7242,73015,Luxury,Summer,9,216,Temperate,45,51,3.5,17965,0,0,0,0,0,0,0,8,1,0,0,Beach
1190,Shimla,Himachal Pradesh,13.5618,83.7989,30662,Luxury,Winter,33,141,Dry,61,57,4.9,6277,0,0,0,0,0,0,1,5,1,1,1,Spiritual
1191,Goa,Goa,27.7731,73.4023,59399,Luxury,Winter,25,213,Tropical,42,98,4.2,1084,0,1,0,1,1,0,0,10,0,0,1,Nature
1192,Kodaikanal,Tamil Nadu,33.5677,73.2314,16254,Mid-range,Monsoon,25,199,Temperate,38,36,4.1,44422,0,0,1,0,0,0,0,3,0,0,1,Nature
1193,Goa,Goa,13.464,74.1625,77386,Luxury,All-year,18,396,Dry,56,60,5.0,25597,0,1,0,1,1,0,0,7,1,0,1,Spiritual
1194,Kodaikanal,Tamil Nadu,20.7893,86.0511,72509,Luxury,Winter,33,249,Temperate,20,92,4.4,28517,0,0,1,0,0,0,0,5,1,0,1,Spiritual
1195,Haridwar,Uttarakhand,17.2274,71.5283,26685,Luxury,Summer,24,324,Tropical,73,98,3.9,37774,0,0,0,0,0,0,1,4,1,1,1,Adventure
1196,Puri,Odisha,20.4622,78.648,26326,Luxury,Summer,8,138,Dry,53,21,4.0,45762,0,0,0,0,0,0,0,4,0,1,1,Couple
1197,Ladakh,Ladakh,9.2236,82.7871,18156,Mid-range,Summer,19,226,Temperate,87,53,5.0,14293,1,0,0,0,1,0,1,12,1,1,1,Nature
1198,Kodaikanal,Tamil Nadu,32.8027,84.0452,58607,Luxury,Summer,24,249,Temperate,70,52,3.8,14231,0,0,1,0,1,0,1,10,1,1,0,Family
1199,Mysore,Karnataka,25.4584,77.0583,16501,Mid-range,Monsoon,23,227,Cold,56,33,4.1,3260,0,0,0,0,0,0,0,12,1,1,0,Luxury
1200,Bodh Gaya,Bihar,16.0335,80.5638,26749,Luxury,All-year,35,344,Cold,25,54,4.5,46310,0,0,0,0,0,1,0,4,1,1,1,Family
1201,Kodaikanal,Tamil Nadu,30.6193,96.5027,44815,Luxury,Monsoon,24,30,Cold,95,40,3.5,2102,0,0,1,0,0,0,1,7,1,1,1,Couple
1202,Gangtok,Sikkim,14.4267,83.3013,76965,Luxury,Summer,20,225,Dry,87,69,4.3,20494,0,0,0,0,0,0,1,2,1,0,1,Beach
1203,Amritsar,Punjab,27.996,86.4798,79408,Luxury,Winter,18,57,Dry,92,62,4.2,41882,0,0,0,0,0,1,1,9,1,1,1,Spiritual
1204,Puri,Odisha,14.9526,94.6583,64809,Luxury,Monsoon,34,150,Dry,36,24,4.7,15751,0,0,0,0,1,0,0,6,1,0,1,Wildlife
1205,Varanasi,Uttar Pradesh,29.2772,86.7603,7643,Budget,Summer,6,167,Cold,48,59,3.7,21424,0,0,0,0,0,1,0,3,0,1,1,Beach
1206,Mumbai,Maharashtra,19.058,88.4841,42101,Luxury,Summer,16,102,Cold,58,94,4.3,3905,0,0,0,1,0,0,0,3,1,0,1,Culture
1207,Lonavala,Maharashtra,13.6603,76.6121,31639,Luxury,Monsoon,30,162,Dry,50,63,4.8,27098,0,0,1,0,0,0,0,4,1,1,1,Couple
1208,Amritsar,Punjab,21.443,82.4565,70209,Luxury,Winter,9,56,Dry,60,69,4.2,40071,0,0,0,0,0,1,0,8,1,1,1,Nature
1209,Shimla,Himachal Pradesh,32.924,79.1375,47696,Luxury,All-year,19,345,Temperate,89,31,4.5,25061,0,0,0,0,0,0,1,9,1,1,1,Beach
1210,Andaman,Andaman and Nicobar Islands,32.5825,94.0767,5025,Budget,Monsoon,26,225,Cold,54,20,3.7,15592,0,1,0,0,1,0,0,4,1,0,0,Couple
1211,Varanasi,Uttar Pradesh,33.1193,83.7531,52194,Luxury,Summer,30,39,Dry,72,42,4.4,35129,0,0,0,0,0,1,1,10,1,1,1,Spiritual
1212,Alleppey,Kerala,32.7713,69.3136,12786,Mid-range,Winter,20,52,Cold,77,28,4.0,19638,0,0,0,0,1,0,1,8,0,0,0,Adventure
1213,Coorg,Karnataka,26.6351,84.9878,33050,Luxury,Winter,28,35,Cold,91,61,4.8,12078,1,0,1,0,0,0,1,9,1,0,1,Luxury
1214,Udaipur,Rajasthan,15.6691,86.3957,27692,Luxury,Winter,29,266,Temperate,20,72,4.4,3518,0,0,0,0,0,1,0,2,0,1,0,Beach
1215,Udaipur,Rajasthan,17.7978,70.546,30559,Luxury,Monsoon,31,337,Dry,22,94,4.8,26584,0,0,0,0,0,1,0,8,1,1,1,Adventure
1216,Gangtok,Sikkim,32.2132,96.6829,73600,Luxury,Winter,29,92,Dry,91,100,3.6,24269,0,0,0,0,1,0,1,6,1,1,0,Culture
1217,Coorg,Karnataka,12.8441,68.8912,66101,Luxury,Summer,19,102,Tropical,86,78,4.9,4813,1,0,1,0,1,0,1,11,1,1,0,Couple
1218,Goa,Goa,9.34,93.6272,37850,Luxury,Summer,21,73,Tropical,54,60,4.7,12645,0,1,0,1,0,0,0,7,1,0,1,Luxury
1219,Vizag,Andhra Pradesh,24.4121,77.2852,30232,Luxury,Monsoon,11,11,Dry,74,20,4.6,27238,0,1,0,0,0,0,1,2,1,0,1,Budget
1220,Amritsar,Punjab,10.8132,94.2305,76241,Luxury,Summer,33,196,Tropical,76,36,4.4,28082,0,0,0,0,0,1,1,8,1,1,1,Culture
1221,Kodaikanal,Tamil Nadu,26.5766,92.6132,52780,Luxury,Winter,35,10,Temperate,42,31,3.6,14223,0,0,1,0,0,0,0,10,0,1,1,Couple
1222,Pondicherry,Puducherry,21.3203,82.7611,51492,Luxury,Winter,23,348,Temperate,90,98,3.8,45686,0,1,0,0,0,0,1,4,1,0,0,Nature
1223,Munnar,Kerala,25.1193,78.6279,19643,Mid-range,All-year,8,285,Tropical,81,67,4.4,36686,0,0,1,0,0,0,1,2,1,1,0,Culture
1224,Pondicherry,Puducherry,12.7545,77.231,64136,Luxury,Monsoon,30,16,Temperate,79,70,4.7,1718,0,1,0,0,1,0,1,12,0,0,0,Wildlife
1225,Guwahati,Assam,11.7836,84.4665,41095,Luxury,Monsoon,14,175,Dry,90,62,4.6,34259,0,0,0,0,0,0,1,2,1,0,1,Nature
1226,Hampi,Karnataka,31.0571,80.4499,67071,Luxury,Summer,16,285,Dry,52,57,4.2,49420,1,0,0,0,0,1,0,8,1,0,1,Couple
1227,Manali,Himachal Pradesh,15.3689,92.8212,26927,Luxury,All-year,12,203,Cold,32,55,3.9,19806,1,0,1,0,0,0,0,5,0,1,1,Adventure
1228,Munnar,Kerala,31.3253,95.7036,71604,Luxury,All-year,16,221,Tropical,45,73,4.6,28658,0,0,1,0,1,0,0,3,0,1,1,Couple
1229,Hyderabad,Telangana,26.5583,80.7197,39768,Luxury,Summer,22,323,Tropical,100,74,5.0,41313,0,0,0,1,0,0,1,11,1,0,1,Beach
1230,Darjeeling,West Bengal,28.7379,96.5662,38212,Luxury,Summer,6,347,Cold,67,22,4.5,26710,0,0,1,0,0,0,1,7,1,1,1,Spiritual
1231,Puri,Odisha,27.6576,81.0524,45547,Luxury,Monsoon,18,77,Cold,26,23,4.0,29178,0,0,0,0,0,0,0,3,1,0,1,Luxury
1232,Munnar,Kerala,13.3062,91.5976,7155,Budget,Winter,17,74,Dry,96,35,4.9,4615,0,0,1,0,0,0,1,9,1,0,0,Beach
1233,Ladakh,Ladakh,28.8919,81.559,4933,Budget,Monsoon,7,74,Dry,57,69,3.9,5856,1,0,0,0,0,0,0,10,0,1,0,Culture
1234,Srinagar,Jammu and Kashmir,15.5087,74.1735,7424,Budget,Winter,24,203,Dry,71,28,3.7,12909,1,0,0,0,1,0,1,9,0,1,1,Culture
1235,Darjeeling,West Bengal,30.6385,82.821,73345,Luxury,Monsoon,29,222,Cold,33,28,3.7,19953,0,0,1,0,0,0,0,9,1,0,0,Family
1236,Delhi,Delhi,14.6521,95.3549,32488,Luxury,Winter,30,115,Temperate,30,61,3.7,9476,0,0,0,1,1,1,0,7,1,1,0,Couple
1237,Amritsar,Punjab,14.4879,86.5555,57452,Luxury,All-year,33,242,Temperate,82,40,4.7,5548,0,0,0,0,1,1,1,11,1,0,0,Adventure
1238,Ranchi,Jharkhand,22.5541,84.4993,20086,Mid-range,Winter,9,196,Cold,99,74,4.2,5734,0,0,0,0,0,0,1,10,1,1,0,Couple
1239,Manali,Himachal Pradesh,15.0046,93.1681,71278,Luxury,Summer,19,305,Cold,38,77,4.9,33555,1,0,1,0,0,0,0,8,1,0,0,Luxury
1240,Udaipur,Rajasthan,26.9186,72.4666,37110,Luxury,All-year,7,67,Dry,79,60,3.9,41400,0,0,0,0,0,1,1,6,1,1,1,Nature
1241,Kolkata,West Bengal,23.2953,70.1688,64788,Luxury,All-year,28,131,Tropical,66,73,4.7,600,0,0,0,1,0,1,1,5,0,0,1,Spiritual
